Name,Country,Age,"Height, cm",Weight,Sex,Date of birth,Place of birth,Gold,Silver,Bronze,Total,Sport,Event
Yun Hao,People's Republic of China,17,185.0,80.0,M,6/23/1995,Hebei (CHN),0,0,1,1,Swimming,"Men's 400m Freestyle, Men's 4x200m Freestyle Relay"
Ryunosuke Harada,Japan,27,171.0,58.0,M,5/6/1985,Nagasaki (JPN),0,0,0,0,Sailing,Men's 470
Dzianis Harazha,Belarus,25,181.0,85.0,M,5/15/1987,ATBASAR (KAZ),0,0,0,0,Canoe Sprint,Men's Canoe Single (C1) 200m
Trey Hardee,United States of America,28,196.0,96.0,M,2/7/1984,Birmingham (USA),0,0,0,0,Athletics,Men's Decathlon
Jessica Hardy,United States of America,25,183.0,69.0,F,3/12/1987,Orange (USA),0,0,1,1,Swimming,"Women's 50m Freestyle, Women's 100m Freestyle, Women's 4x100m Freestyle Relay, Women's 4x100m Medley Relay"
Julia Hargreaves,Australia,26,178.0,57.0,F,4/8/1986,Hong Kong (HKG),0,0,0,0,Equestrian,"Individual Jumping, Team Jumping, VEDOR"
Christa Harmotto,United States of America,25,188.0,79.0,F,10/12/1986,SEWICKLEY (USA),0,0,0,0,Volleyball,Women's Volleyball
Abdouraim Haroun,Chad,20,174.0,72.0,M,4/12/1992,N'DJAMENA (CHA),0,0,0,0,Athletics,Men's 100m
Dawn Harper,United States of America,28,168.0,61.0,F,5/13/1984,Norman (USA),0,0,0,0,Athletics,Women's 100m Hurdles
Benn Harradine,Australia,29,198.0,115.0,M,10/14/1982,NEWCASTLE (AUS),0,0,0,0,Athletics,Men's Discus Throw
Corinna Harrer,Germany,21,167.0,55.0,F,1/19/1991,REGENSBURG (GER),0,0,0,0,Athletics,Women's 1500m
Geoffrey Harris,Canada,25,170.0,64.0,M,1/30/1987,Halifax (CAN),0,0,0,0,Athletics,Men's 800m
Giordan Harris,Marshall Islands,19,183.0,98.0,M,4/19/1993,NEVADA (USA),0,0,0,0,Swimming,Men's 50m Freestyle
Tremaine Harris,Canada,20,181.0,81.0,M,2/10/1992,North York (CAN),0,0,0,0,Athletics,Men's 200m
Charlotte Harrison,New Zealand,23,167.0,55.0,F,7/31/1989,Palmerston North (NZL),0,0,0,0,Hockey,Women's Hockey
Jessica Harrison,France,34,170.0,60.0,F,10/27/1977,Sheffield (GBR),0,0,0,0,Triathlon,Women's Triathlon
Kayla Harrison,United States of America,22,173.0,75.0,F,7/2/1990,MIDDLETOWN (USA),1,0,0,1,Judo,Women's -78kg
Samantha Harrison,New Zealand,20,170.0,60.0,F,8/29/1991,Whangarei (NZL),0,0,0,0,Hockey,Women's Hockey
Chong He,People's Republic of China,25,169.0,69.0,M,6/10/1987,Guangdong (CHN),0,0,0,0,Diving,Men's 3m Springboard
Hongmei He,People's Republic of China,29,160.0,52.0,F,6/12/1983,HUNAN (CHN),0,0,0,0,Judo,Women's -52kg
Jianbin He,People's Republic of China,19,188.0,79.0,M,2/18/1993,Guangdong (CHN),0,0,0,0,Swimming,"Men's 100m Backstroke, Men's 4x100m Freestyle Relay, Men's 4x100m Medley Relay"
Jin He,People's Republic of China,25,178.0,100.0,F,5/3/1987,Tianjin (CHN),0,0,0,0,Water Polo,Women's Water Polo
Zhiwen He,Spain,50,173.0,72.0,M,5/31/1962,HUANG YAN,0,0,0,0,Table Tennis,Men's Singles
Zi He,People's Republic of China,21,159.0,51.0,F,12/10/1990,Guangxi (CHN),1,0,0,1,Diving,"Women's 3m Springboard, Women's Synchronised 3m Springboard"
Liam Heath,Great Britain,27,183.0,87.0,M,8/17/1984,Guildford (GBR),0,0,0,0,Canoe Sprint,Men's Kayak Double (K2) 200m
Femke Heemskerk,Netherlands,24,180.0,67.0,F,9/21/1987,Alkemade (NED),0,1,0,1,Swimming,"Women's 100m Freestyle, Women's 200m Freestyle, Women's 4x100m Freestyle Relay, Women's 4x100m Medley Relay"
Francois Heersbrandt,Belgium,22,179.0,74.0,M,12/12/1989,Uccle (BEL),0,0,0,0,Swimming,Men's 100m Butterfly
Andrew Heffernan,Netherlands,37,170.0,68.0,M,6/18/1975,HONGKONG (HKG),0,0,0,0,Equestrian,"Individual Eventing, Team Eventing, MILLTHYME COROLLA"
Marian Heffernan,Ireland,30,171.0,63.0,F,4/16/1982,Cork (IRL),0,0,0,0,Athletics,Women's 4 x 400m Relay
Robert Heffernan,Ireland,34,171.0,58.0,M,2/28/1978,Cork (IRL),0,0,0,0,Athletics,"Men's 20km Race Walk, Men's 50km Race Walk"
Greg Henderson,New Zealand,35,180.0,74.0,M,9/10/1976,Dunedin (NZL),0,0,0,0,Cycling - Road,Men's Road Race
Rebecca Henderson,Australia,20,158.0,49.0,F,9/27/1991,Canberra (AUS),0,0,0,0,Cycling - Mountain Bike,Women's Cross-country
Benjamin Didier Hennequin,France,27,172.0,85.0,M,8/24/1984,Bordeaux,0,0,0,0,Weightlifting,Men's 85kg
Ludivine Henrion,Belgium,28,171.0,60.0,F,1/23/1984,NAMUR (BEL),0,0,0,0,Cycling - Road,Women's Road Race
Ines Henriques,Portugal,32,156.0,46.0,F,5/1/1980,Santarém (POR),0,0,0,0,Athletics,Women's 20km Race Walk
Mariana Henriques,Angola,18,160.0,55.0,F,7/27/1994,Luanda (ANG),0,0,0,0,Swimming,Women's 50m Freestyle
Nelson Henriques,Angola,25,168.0,67.0,M,10/2/1986,Luanda (ANG),0,0,0,0,Canoe Sprint,"Men's Canoe Single (C1) 200m, Men's Canoe Double (C2) 1000m"
Carl Henriquez,Aruba,32,178.0,110.0,M,8/8/1979,ARUBA (ARU),0,0,0,0,Weightlifting,Men's +105kg
Inmara Tibisay Henrriquez Gonzalez,Venezuela,30,152.0,53.0,F,9/23/1981,NAGUANAGUA,0,0,0,0,Weightlifting,Women's 53kg
Tabarie Henry,"Virgin Islands, US",24,185.0,77.0,M,12/1/1987,ST. CROIX (ISV),0,0,0,0,Athletics,Men's 400m
Samantha Henry-Robinson,Jamaica,23,163.0,58.0,F,9/25/1988,Kingston (JAM),0,0,0,0,Athletics,Women's 4 x 100m Relay
Jill Henselwood,Canada,49,168.0,56.0,F,11/1/1962,Ottawa (CAN),0,0,0,0,Equestrian,"Individual Jumping, Team Jumping, GEORGE"
Frank Henze,Germany,35,169.0,65.0,M,4/1/1977,Leipzig (GER),0,0,0,0,Canoe Slalom,Men's Canoe Double (C2)
William Henzell,Australia,30,178.0,68.0,M,3/23/1982,BEDFORD PARK (AUS),0,0,0,0,Table Tennis,"Men's Singles, Men's Team"
Min Ho Heo,Republic of Korea,22,177.0,64.0,M,3/1/1990,Seoul (KOR),0,0,0,0,Triathlon,Men's Triathlon
Michael Hepburn,Australia,20,186.0,77.0,M,8/17/1991,AUCHENFLOWER (AUS),0,0,0,0,Cycling - Track,Men's Team Pursuit
Ann-Marie Hepler,Marshall Islands,16,167.0,68.0,F,4/8/1996,MAJURO (MHL),0,0,0,0,Swimming,Women's 50m Freestyle
Aliaksandra Herasimenia,Belarus,26,175.0,60.0,F,12/31/1985,Minsk (BLR),0,1,0,1,Swimming,"Women's 50m Freestyle, Women's 100m Freestyle, Women's 100m Butterfly, Women's 4x100m Freestyle Relay"
Jake Herbert,United States of America,27,183.0,84.0,M,3/6/1985,Pittsburgh (USA),0,0,0,0,Wrestling,Men's 84kg Freestyle
Jackelina Heredia Cuesta,Colombia,23,160.0,58.0,F,12/31/1988,TURBO,0,0,0,0,Weightlifting,Women's 58kg
David Herman,United States of America,24,170.0,70.0,M,5/9/1988,Lakewood (USA),0,0,0,0,Cycling - BMX,Men's BMX
Heerden Herman,South Africa,21,178.0,71.0,M,12/20/1990,Pretoria (RSA),0,0,0,0,Swimming,"Men's 400m Freestyle, Men's 1500m Freestyle"
Jose Antonio Hermida Ramos,Spain,33,172.0,66.0,M,8/24/1978,Puigcerda (ESP),0,0,0,0,Cycling - Mountain Bike,Men's Cross-country
Emerson Hernandez,El Salvador,23,167.0,61.0,M,1/20/1989,San Salvador (ESA),0,0,0,0,Athletics,Men's 50km Race Walk
Fredy Hernandez,Colombia,34,170.0,59.0,M,4/25/1978,Bogota (COL),0,0,0,0,Athletics,Men's 50km Race Walk
Ingrid Hernandez,Colombia,23,166.0,50.0,F,11/29/1988,Bogota (COL),0,0,0,0,Athletics,Women's 20km Race Walk
Paul Hession,Ireland,29,184.0,75.0,M,1/27/1983,GALWAY (IRL),0,0,0,0,Athletics,Men's 200m
Michael Hestbaek,Denmark,43,187.0,89.0,M,5/19/1969,Kobenhavn (DEN),0,0,0,0,Sailing,Men's Star
Carl Hester,Great Britain,45,183.0,81.0,M,6/29/1967,BARNET (GBR),0,0,0,0,Equestrian,"Individual Dressage, Team Dressage, UTHOPIA"
Andrea Hewitt,New Zealand,30,160.0,52.0,F,4/4/1982,Christchurch (NZL),0,0,0,0,Triathlon,Women's Triathlon
Ilse Heylen,Belgium,35,161.0,52.0,F,3/21/1977,Wilrijk (BEL),0,0,0,0,Judo,Women's -52kg
Emilie Heymans,Canada,30,170.0,60.0,F,12/14/1981,Bruxelles (BEL),0,0,1,1,Diving,"Women's 3m Springboard, Women's Synchronised 3m Springboard"
Noureddine Hfaiedh,Tunisia,38,197.0,86.0,M,8/27/1973,JENDOUBA (TUN),0,0,0,0,Volleyball,Men's Volleyball
Taufik Hidayat,Indonesia,30,175.0,64.0,M,8/10/1981,Bandung,0,0,0,0,Badminton,Men's Singles
Rami Antero Hietaniemi,Finland,29,180.0,84.0,M,12/28/1982,PERHO (FIN),0,0,0,0,Wrestling,Men's 84kg Greco-Roman
Nada Higl,Serbia,25,173.0,67.0,F,1/2/1987,Pancevo (SRB),0,0,0,0,Swimming,Women's 200m Breaststroke
Yvonne Hijgenaar,Netherlands,32,171.0,68.0,F,5/15/1980,Alkmaar (NED),0,0,0,0,Cycling - Track,Women's Team Sprint
Siham Hilali,Morocco,26,160.0,48.0,F,5/2/1986,OUED ZEM (MAR),0,0,0,0,Athletics,Women's 1500m
Stepanka Hilgertova,Czech Republic,44,164.0,56.0,F,4/10/1968,Praha (CZE),0,0,0,0,Canoe Slalom,Women's Kayak (K1)
Louisa Hill,New Zealand,50,180.0,66.0,F,3/2/1962,Takapuna (NZL),0,0,0,0,Equestrian,"Individual Dressage, ANTONELLO"
Kristina Hillmann,Germany,20,166.0,58.0,F,9/5/1991,Basel (GER),0,0,0,0,Hockey,Women's Hockey
Vagelis HIMONAS,Greece,32,180.0,82.0,M,4/12/1980,Stuttgart (GER),0,0,0,0,Sailing,Men's Laser
Tash Hind,New Zealand,22,168.0,60.0,F,8/21/1989,Wellington (NZL),0,0,0,0,Swimming,"Women's 4x100m Freestyle Relay, Women's 4x200m Freestyle Relay"
Philip Hindes,Great Britain,19,177.0,83.0,M,9/22/1992,Krefeld (GER),1,0,0,1,Cycling - Track,Men's Team Sprint
Korene Hinds,Jamaica,35,163.0,54.0,F,10/19/1976,St Catherine (JAM),0,0,0,0,Athletics,Women's 3000m Steeplechase
Yomara Hinestroza,Colombia,24,159.0,52.0,F,5/20/1988,PRADERA (COL),0,0,0,0,Athletics,"Women's 100m, Women's 4 x 100m Relay"
Igor Hinic,Croatia,36,202.0,110.0,M,12/4/1975,Rijeka (CRO),0,0,0,0,Water Polo,Men's Water Polo
Pierre-Luc Hinse,Canada,24,175.0,73.0,M,9/7/1987,MONT,0,0,0,0,Table Tennis,"Men's Singles, Men's Team"
Yasunari Hirai,Japan,22,175.0,75.0,M,4/2/1990,ABIKO (JPN),0,0,0,0,Swimming,Men's 10km Marathon
Sayaka Hirano,Japan,27,158.0,54.0,F,3/24/1985,KANUMA (JPN),0,0,0,0,Table Tennis,Women's Team
Hiroaki Hiraoka,Japan,27,160.0,60.0,M,2/6/1985,HIROSHIMA (JPN),0,1,0,1,Judo,Men's -60kg
Hassan Hirt,France,32,178.0,65.0,M,1/16/1980,SAINT DIZIER (FRA),0,0,0,0,Athletics,Men's 5000m
Sophie Hitchon,Great Britain,21,170.0,74.0,F,7/11/1991,BURNLEY (GBR),0,0,0,0,Athletics,Women's Hammer Throw
Moa Hjelmer,Sweden,22,172.0,60.0,F,6/19/1990,VANTOR STOCKHOLM (SWE),0,0,0,0,Athletics,Women's 400m
Aneta Hladikova,Czech Republic,27,171.0,62.0,F,8/30/1984,MESTEC KRALOVE (CZE),0,0,0,0,Cycling - BMX,Women's BMX
Ihor Hlavan,Ukraine,21,172.0,62.0,M,9/25/1990,KIROVOGRAD REGION (UKR),0,0,0,0,Athletics,Men's 50km Race Walk
Karlo Hmeljak,Slovenia,29,178.0,82.0,M,3/8/1983,Koper (SLO),0,0,0,0,Sailing,Men's Laser
Andre Ho,Canada,20,170.0,70.0,M,4/11/1992,Vancouver (CAN),0,0,0,0,Table Tennis,"Men's Singles, Men's Team"
Man Lok Ho,"Hong Kong, China",20,177.0,67.0,M,9/27/1991,CANADA (CAN),0,0,0,0,Athletics,Men's 4 x 100m Relay
Xuan Vinh Hoang,Vietnam,37,178.0,80.0,M,10/6/1974,HANOI,0,0,0,0,Shooting,"Men's 50m Pistol, Men's 10m Air Pistol"
Pavol Hochschorner,Slovakia,32,176.0,75.0,M,9/7/1979,Bratislava (SVK),0,0,1,1,Canoe Slalom,Men's Canoe Double (C2)
Peter Hochschorner,Slovakia,32,188.0,87.0,M,9/7/1979,Bratislava (SVK),0,0,1,1,Canoe Slalom,Men's Canoe Double (C2)
Benjamin Hockin Brusquetti,Paraguay,25,195.0,90.0,M,9/27/1986,BARRANQUILLA (COL),0,0,0,0,Swimming,"Men's 100m Freestyle, Men's 200m Freestyle, Men's 100m Butterfly"
Belinda Hocking,Australia,21,167.0,57.0,F,9/14/1990,WANGARATTA (AUS),0,0,0,0,Swimming,"Women's 100m Backstroke, Women's 200m Backstroke, Women's 4x100m Medley Relay"
Megan Hodge,United States of America,23,185.0,79.0,F,10/15/1988,ST. THOMAS (ISV),0,0,0,0,Volleyball,Women's Volleyball
Max Hoff,Germany,29,197.0,95.0,M,9/12/1982,TROISDORF (GER),0,0,0,0,Canoe Sprint,"Men's Kayak Single (K1) 1000m, Men's Kayak Four (K4) 1000m"
Reese Hoffa,United States of America,34,180.0,147.0,M,10/8/1977,LOUSVILLE (USA),0,0,0,0,Athletics,Men's Shot Put
Jonas Hogh-Christensen,Denmark,31,186.0,102.0,M,5/21/1981,Gentofte (DEN),0,0,0,0,Sailing,Men's Finn
Andre Hohne,Germany,34,185.0,72.0,M,3/10/1978,Berlin (GER),0,0,0,0,Athletics,"Men's 20km Race Walk, Men's 50km Race Walk"
Hiroshi Hoketsu,Japan,71,168.0,61.0,M,3/28/1941,CHUO (JPN),0,0,0,0,Equestrian,"Individual Dressage, WHISPER"
Nikkita Holder,Canada,25,170.0,59.0,F,5/7/1987,East York (CAN),0,0,0,0,Athletics,Women's 100m Hurdles
Matt Holland,Great Britain,23,194.0,96.0,M,6/22/1989,Carshalton (GBR),0,0,0,0,Water Polo,Men's Water Polo
Vicky Holland,Great Britain,26,168.0,59.0,F,1/12/1986,GLOUCESTER (GBR),0,0,0,0,Triathlon,Women's Triathlon
Becky Holliday,United States of America,32,160.0,54.0,F,3/12/1980,Sacramento (USA),0,0,0,0,Athletics,Women's Pole Vault
Martin Hollstein,Germany,25,192.0,88.0,M,4/2/1987,Neubrandenburg (GER),0,0,0,0,Canoe Sprint,Men's Kayak Double (K2) 1000m
Caroline Bonde Holm,Denmark,22,178.0,68.0,F,7/19/1990,HORSHOLM (DEN),0,0,0,0,Athletics,Women's Pole Vault
Russell Holmes,United States of America,30,203.0,93.0,M,7/1/1982,Anaheim (USA),0,0,0,0,Volleyball,Men's Volleyball
Olena Holosha,Ukraine,30,186.0,60.0,F,1/26/1982,CHERKASY (UKR),0,0,0,0,Athletics,Women's High Jump
Ervin Holpert,Serbia,26,177.0,84.0,M,4/22/1986,SOMBOR (SRB),0,0,0,0,Canoe Sprint,Men's Kayak Four (K4) 1000m
Jakub Holusa,Czech Republic,24,183.0,72.0,M,2/20/1988,Opava (CZE),0,0,0,0,Athletics,Men's 800m
Raphael Holzdeppe,Germany,22,181.0,80.0,M,9/28/1989,KAISERSLAUTERN (GER),0,0,0,0,Athletics,Men's Pole Vault
Ashley Holzer,Canada,48,152.0,60.0,F,10/10/1963,Toronto (CAN),0,0,0,0,Equestrian,"Individual Dressage, Team Dressage, BREAKING DAWN"
Teerawat Homklin,Thailand,24,181.0,100.0,M,10/13/1987,BANGKOK (THA),0,0,0,0,Judo,Men's -100kg
Yoojin Hong,Republic of Korea,23,166.0,59.0,F,2/21/1989,Seoul (KOR),0,0,0,0,Hockey,Women's Hockey
Ellen Hoog,Netherlands,26,164.0,55.0,F,3/26/1986,BLOEMENDAAL (NED),0,0,0,0,Hockey,Women's Hockey
Destinee Hooker,United States of America,24,191.0,75.0,F,9/7/1987,Frankfurt (GER),0,0,0,0,Volleyball,Women's Volleyball
Steven Hooker,Australia,30,187.0,85.0,M,7/16/1982,KEW (AUS),0,0,0,0,Athletics,Men's Pole Vault
Gloria Hooper,Italy,20,175.0,63.0,F,3/3/1992,VILLAFRANCA DI VERONA (ITA),0,0,0,0,Athletics,Women's 200m
Cedric Houssaye,France,32,178.0,65.0,M,12/13/1979,TROUVILLE,0,0,0,0,Athletics,Men's 50km Race Walk
Marc Houtzager,Netherlands,41,190.0,87.0,M,1/9/1971,HOOGEVEEN (NED),0,0,0,0,Equestrian,"Individual Jumping, Team Jumping, TAMINO"
Wendy Houvenaghel,Great Britain,37,176.0,60.0,F,11/27/1974,MAGHERAFELT (GBR),0,0,0,0,Cycling - Track,Women's Team Pursuit
Jade Howard,Zambia,17,180.0,70.0,F,4/3/1995,Johannesburg (RSA),0,0,0,0,Swimming,Women's 100m Freestyle
John Howard,Federated States of Micronesia,31,173.0,78.0,M,7/21/1981,Chuuk (FSM),0,0,0,0,Athletics,Men's 100m
Rebecca Howard,Canada,33,162.0,70.0,F,5/9/1979,SALMON ARM (CAN),0,0,0,0,Equestrian,"Individual Eventing, Team Eventing, RIDDLE MASTER"
Rhys Howden,Australia,25,188.0,82.0,M,4/2/1987,Brisbane (AUS),0,0,0,0,Water Polo,Men's Water Polo
Gemma Howell,Great Britain,22,165.0,59.0,F,6/13/1990,Stafford (GBR),0,0,0,0,Judo,Women's -63kg
Adriatik Hoxha,Albania,22,194.0,130.0,M,3/9/1990,KOLONJE LUSHNJE (ALB),0,0,0,0,Athletics,Men's Shot Put
Sidni Hoxha,Albania,20,193.0,86.0,M,1/6/1992,SHKODER (ALB),0,0,0,0,Swimming,Men's 100m Freestyle
Andrew Hoy,Australia,53,157.0,60.0,M,2/8/1959,CULCAIRN (AUS),0,0,0,0,Equestrian,"Individual Eventing, Team Eventing, RUTHERGLEN"
Chris Hoy,Great Britain,36,185.0,93.0,M,3/23/1976,Edinburgh (GBR),1,0,0,1,Cycling - Track,"Men's Keirin, Men's Team Sprint"
Dmytro Hrachov,Ukraine,28,180.0,90.0,M,12/5/1983,Lviv,0,0,0,0,Archery,"Men's Individual, Men's Team"
Cunguang Huang,People's Republic of China,27,172.0,75.0,M,7/29/1985,FUJIAN (CHN),0,0,0,0,Canoe Slalom,Men's Kayak (K1)
Li Huang,People's Republic of China,23,165.0,54.0,F,12/23/1988,Shanghai (CHN),0,0,0,0,Cycling - Track,Women's Omnium
Maoxing Huang,People's Republic of China,22,186.0,92.0,M,6/16/1990,Guangdong (CHN),0,0,0,0,Canoe Sprint,Men's Canoe Double (C2) 1000m
Qiang Huang,Malaysia,30,170.0,65.0,M,4/11/1982,CHINA (CHN),0,0,0,0,Diving,"Men's 3m Springboard, Men's Synchronised 3m Springboard"
Shih Hsu Huang,Taipei (Chinese Taipei),36,160.0,68.0,F,11/30/1975,PINGTUNG,0,0,0,0,Weightlifting,Women's 69kg
Xiaoxiao Huang,People's Republic of China,29,176.0,66.0,F,3/3/1983,Shandong (CHN),0,0,0,0,Athletics,Women's 400m Hurdles
Xufeng Huang,People's Republic of China,28,177.0,80.0,F,1/31/1984,Shandong (CHN),0,0,0,0,Sailing,Women's 470
Yi-Hua Huang,Taipei (Chinese Taipei),28,167.0,56.0,F,7/20/1984,Taipei City (TPE),0,0,0,0,Table Tennis,Women's Singles
Yunkun Huang,People's Republic of China,22,181.0,77.0,M,8/4/1989,Heilongjiang (CHN),0,0,0,0,Swimming,Men's 4x100m Medley Relay
Zhipeng Huang,People's Republic of China,28,193.0,90.0,M,3/27/1984,Shandong (CHN),0,0,0,0,Canoe Sprint,Men's Kayak Four (K4) 1000m
Lei Huang Mendes,Portugal,29,164.0,50.0,F,8/14/1982,CHINA,0,0,0,0,Table Tennis,Women's Singles
James Charles Huckle,Great Britain,21,168.0,60.0,M,9/17/1990,HARLOW (GBR),0,0,0,0,Shooting,"Men's 10m Air Rifle, Men's 50m Rifle Prone, Men's 50m Rifle 3 Positions"
Molly Huddle,United States of America,27,165.0,49.0,F,8/31/1984,ELMIRA (USA),0,0,0,0,Athletics,Women's 5000m
Muriel Hurtis,France,33,180.0,65.0,F,3/25/1979,Bondy (FRA),0,0,0,0,Athletics,Women's 4 x 400m Relay
Emily Hurtz,Australia,22,175.0,63.0,F,1/2/1990,DARLINGHURST (AUS),0,0,0,0,Hockey,Women's Hockey
Ahmed Husam,Maldives,16,175.0,56.0,M,11/14/1995,TH.KIBIDHOO (MDV),0,0,0,0,Swimming,Men's 100m Freestyle
Kariem Hussein,Switzerland,23,190.0,77.0,M,1/4/1989,Münsterlingen (SUI),0,0,0,0,Athletics,Men's 400m Hurdles
Hermann Husslein,Thailand,26,171.0,69.0,M,9/12/1985,HANAU (GER),0,0,0,0,Canoe Slalom,Men's Kayak (K1)
Yauheni Hutarovich,Belarus,28,179.0,71.0,M,11/29/1983,Minsk (BLR),0,0,0,0,Cycling - Road,Men's Road Race
Ava Hutchinson,Ireland,29,165.0,51.0,F,3/30/1983,Dublin (IRL),0,0,0,0,Athletics,Women's Marathon
Carol Huynh,Canada,31,154.0,48.0,F,11/16/1980,HAZELTON (CAN),0,0,0,0,Wrestling,Women's 48kg Freestyle
Sezer Huysuz,Turkey,34,175.0,73.0,M,12/20/1977,ORDU (TUR),0,0,0,0,Judo,Men's -73kg
Hee-Tae Hwang,Republic of Korea,34,175.0,100.0,M,6/12/1978,Seoul (KOR),0,0,0,0,Judo,Men's -100kg
Woojin Hwang,Republic of Korea,22,181.0,64.0,M,5/8/1990,GWANGJU (KOR),0,0,0,0,Modern Pentathlon,Men's Modern Pentathlon
Ye-Sul Hwang,Republic of Korea,24,175.0,70.0,F,11/2/1987,GYUNGGI (KOR),0,0,0,0,Judo,Women's -70kg
Youn-Joo Hwang,Republic of Korea,25,177.0,68.0,F,8/13/1986,Bucheon (KOR),0,0,0,0,Volleyball,Women's Volleyball
Dane Hyatt,Jamaica,28,183.0,86.0,M,1/22/1984,FALMOUTH (JAM),0,0,0,0,Athletics,"Men's 400m, Men's 4 x 400m Relay"
Arnaud Hybois,France,30,180.0,75.0,M,1/26/1982,PONTIVY (FRA),0,0,0,0,Canoe Sprint,Men's Kayak Double (K2) 200m
Riker Hylton,Jamaica,23,168.0,61.0,M,12/21/1988,St Catherine (JAM),0,0,0,0,Athletics,Men's 4 x 400m Relay
Kemar Hyman,Cayman Islands,22,178.0,74.0,M,10/11/1989,George Town (CAY),0,0,0,0,Athletics,Men's 100m
Hadia Hosny,Egypt,24,177.0,72.0,F,7/30/1988,Cairo,0,0,0,0,Badminton,Women's Singles
Hagos Gebrhiwet,Ethiopia,18,167.0,65.0,M,5/11/1994,TSAEDAENBA (ETH),0,0,0,0,Athletics,Men's 5000m
Hamza Driouch,Qatar,17,178.0,61.0,M,11/16/1994,MOROCCO (MAR),0,0,0,0,Athletics,Men's 1500m
Hana Mareghni,Tunisia,23,173.0,77.0,F,5/4/1989,Tunis,0,0,0,0,Judo,Women's -78kg
Hanna Hatsko,Ukraine,21,175.0,70.0,F,10/3/1990,ZAPORIZHZHIA (UKR),0,0,0,0,Athletics,Women's Javelin Throw
Hannah Davis,Australia,26,167.0,70.0,F,8/11/1985,Adelaide (AUS),0,0,0,0,Canoe Sprint,Women's Kayak Four (K4) 500m
Hedvig Karakas,Hungary,22,167.0,57.0,F,2/21/1990,Szolnok (HUN),0,0,0,0,Judo,Women's -57kg
Helen Langehanenberg,Germany,30,164.0,48.0,F,5/21/1982,MUNSTER (GER),0,0,0,0,Equestrian,"Individual Dressage, Team Dressage, DAMON HILL"
Helmut Oblinger,Austria,39,180.0,70.0,M,3/14/1973,SCHARDING (AUT),0,0,0,0,Canoe Slalom,Men's Kayak (K1)
Henri Hurskainen,Sweden,25,185.0,77.0,M,9/13/1986,EMMABODA,0,0,0,0,Badminton,Men's Singles
Hesham Mesbah,Egypt,30,176.0,90.0,M,3/17/1982,Alexandria (EGY),0,0,0,0,Judo,Men's -90kg
Hilda Kibet,Netherlands,31,168.0,46.0,F,3/17/1981,Keiyo (KEN),0,0,0,0,Athletics,Women's Marathon
Hilde Drexler,Austria,28,176.0,63.0,F,12/1/1983,Wien (AUT),0,0,0,0,Judo,Women's -63kg
Hitomi Obara,Japan,31,156.0,48.0,F,1/4/1981,HACHINOHE (JPN),0,0,0,0,Wrestling,Women's 48kg Freestyle
Hripsime Khurshudyan,Armenia,25,173.0,89.0,F,7/27/1987,KASAKH,0,0,0,0,Weightlifting,Women's +75kg
Periklis Iakovakis,Greece,33,183.0,77.0,M,3/24/1979,Pátra (GRE),0,0,0,0,Athletics,Men's 400m Hurdles
Olha Iakovenko,Ukraine,25,159.0,46.0,F,6/1/1987,VINNYTSA (UKR),0,0,0,0,Athletics,Women's 20km Race Walk
Liliana Ibanez Lopez,Mexico,21,180.0,70.0,F,1/30/1991,CELAYA (MEX),0,0,0,0,Swimming,"Women's 100m Freestyle, Women's 200m Freestyle"
Caterine Ibarguen,Colombia,28,180.0,70.0,F,2/12/1984,APARTADO (COL),0,0,0,0,Athletics,"Women's Long Jump, Women's Triple Jump"
Rinat Ibragimov,Kazakhstan,26,181.0,73.0,M,5/7/1986,Atyrau (KAZ),0,0,0,0,Judo,Men's -73kg
Hassan Ibrahim Madany Ibrahim,Egypt,33,168.0,60.0,M,3/6/1979,Cairo (EGY),0,0,0,0,Wrestling,Men's 60kg Freestyle
Hayle Ibrahimov,Azerbaijan,22,168.0,58.0,M,1/18/1990,MEKELE (ETH),0,0,0,0,Athletics,Men's 5000m
Kana Ichikawa,Japan,21,164.0,48.0,F,1/14/1991,TOYOTA (JPN),0,0,0,0,Athletics,Women's 4 x 100m Relay
Kaori Icho,Japan,28,166.0,63.0,F,6/13/1984,HACHINOHE (JPN),0,0,0,0,Wrestling,Women's 63kg Freestyle
Juri Ide,Japan,29,158.0,50.0,F,6/9/1983,SETAGAYA (JPN),0,0,0,0,Triathlon,Women's Triathlon
Lavonne Idlette,Dominican Republic,26,167.0,54.0,F,10/31/1985,Miami (USA),0,0,0,0,Athletics,Women's 100m Hurdles
Phillips Idowu,Great Britain,33,197.0,87.0,M,12/30/1978,London (GBR),0,0,0,0,Athletics,Men's Triple Jump
Saheed Idowu,Congo,22,174.0,71.0,M,1/3/1990,Brazzaville (CGO),0,0,0,0,Table Tennis,Men's Singles
Maria Alejandra Idrobo,Colombia,24,170.0,67.0,F,4/8/1988,EL TAMBO (COL),0,0,0,0,Athletics,Women's 4 x 100m Relay
Sofia Ifadidou,Greece,27,164.0,52.0,F,1/10/1985,Veroia (GRE),0,0,0,0,Athletics,Women's Heptathlon
Judit Ignacio Sorribes,Spain,18,165.0,56.0,F,3/18/1994,Barcelona (ESP),0,0,0,0,Swimming,"Women's 100m Butterfly, Women's 200m Butterfly, Women's 4x100m Medley Relay"
Krzysztof Ignaczak,Poland,34,187.0,90.0,M,5/15/1978,Walbrzych (POL),0,0,0,0,Volleyball,Men's Volleyball
